case_id,source,workload_id,model,GPUs,batch,variant,gqa_size,Q_heads,KV_heads,prompt_tokens,partial_Q,output_tokens,TTFT_ms,TBT_ms,E2E_ms,TTFT_energy_mJ,TBT_energy_mJ,E2E_energy_mJ,decode_scan_ms_per_token,prefill_scan_ms,GPU_peak_KV_GiB,remote_peak_KV_GiB,simultaneous_peak_KV_GiB,remote_pool_GiB,GPU_weights_GiB,GPU_peak_total_per_device_GiB,warmup_ms,warmup_energy_mJ
LLAMA-7B--KVChime-CB-3,CacheBlend,KVChime-CB-3,LLAMA-7B,1,1,F0,1,32,32,3420,595,10,332.9132883627435,7.584714086547494,401.17571514167093,26061.46397356028,485.53892455887797,30431.31429459018,0.0,0.0,1.67431640625,0.0,1.67431640625,0.0,12.0,13.674827367067337,0,0
LLAMA-7B--KVChime-CB-3,CacheBlend,KVChime-CB-3,LLAMA-7B,1,1,F1,1,32,32,3420,595,10,73.53943221677117,7.584714086545877,141.80185899568409,5754.958859226875,485.53892455877775,10124.809180255876,0.0,0.0,1.67431640625,3.29833984375,4.97265625,3.29833984375,12.0,13.674827367067337,470.31177078706713,47314.52592692224
LLAMA-7B--KVChime-CB-3,CacheBlend,KVChime-CB-3,LLAMA-7B,1,1,F2,1,32,32,3420,595,10,79.51631541677123,5.6023445694145435,129.93741654150213,5773.606734810879,434.8411056969795,9687.176686083694,0.16982801066666597,0.0,0.05218505859375,4.97265625,5.02044677734375,3.29833984375,12.0,12.052696019411087,470.31177078706713,0.5827461119999999
LLAMA-7B--KVChime-CB-3,CacheBlend,KVChime-CB-3,LLAMA-7B,1,1,F3,1,32,32,3420,595,10,73.53943221677117,5.63237102608127,124.2307714515026,5759.165877210887,436.2554100532503,9685.46456769014,0.19708906066666634,0.0,0.05218505859375,3.679473876953125,3.727264404296875,3.29833984375,12.0,12.052696019411087,470.31177078706713,0.5827461119999999
LLAMA-7B--KVChime-CB-3,CacheBlend,KVChime-CB-3,LLAMA-7B,1,1,F4,1,32,32,3420,595,10,73.53943221677117,5.63237102608127,124.2307714515026,5759.165877210887,436.2554100532503,9685.46456769014,0.19708906066666634,0.0,0.05218505859375,3.679473876953125,3.727264404296875,3.29833984375,12.0,12.052696019411087,470.31177078706713,0.5827461119999999
LLAMA-7B--KVChime-CB-2,CacheBlend,KVChime-CB-2,LLAMA-7B,1,1,F0,1,32,32,3458,604,10,335.5241067062384,7.608682414499835,404.0022484367369,26420.32967340032,486.1993238017559,30796.123587616123,0.0,0.0,1.69287109375,0.0,1.69287109375,0.0,12.0,13.69338771700859,0,0
LLAMA-7B--KVChime-CB-2,CacheBlend,KVChime-CB-2,LLAMA-7B,1,1,F1,1,32,32,3458,604,10,74.82404689299663,7.608682414497467,143.30218862347382,5831.723037479688,486.1993238015847,10207.51695169395,0.0,0.0,1.69287109375,3.29833984375,4.9912109375,3.29833984375,12.0,13.69338771700859,470.31177078706713,47314.52592692224
LLAMA-7B--KVChime-CB-2,CacheBlend,KVChime-CB-2,LLAMA-7B,1,1,F2,1,32,32,3458,604,10,80.86733990633,5.603846281707279,131.30195644169552,5850.578111681283,434.9414138437527,9765.050836275057,0.17127167999999984,0.0,0.052764892578125,4.9912109375,5.039581298828125,3.29833984375,12.0,12.053281515836716,470.31177078706713,0.5892210688
LLAMA-7B--KVChime-CB-2,CacheBlend,KVChime-CB-2,LLAMA-7B,1,1,F3,1,32,32,3458,604,10,74.82404689299663,5.6344925517073365,125.53447985836266,5835.989011649282,436.397784860293,9763.569075391919,0.1991479300000009,0.0,0.052764892578125,3.68475341796875,3.733123779296875,3.29833984375,12.0,12.053281515836716,470.31177078706713,0.5892210688
LLAMA-7B--KVChime-CB-2,CacheBlend,KVChime-CB-2,LLAMA-7B,1,1,F4,1,32,32,3458,604,10,74.82404689299663,5.6344925517073365,125.53447985836266,5835.989011649282,436.397784860293,9763.569075391919,0.1991479300000009,0.0,0.052764892578125,3.68475341796875,3.733123779296875,3.29833984375,12.0,12.053281515836716,470.31177078706713,0.5892210688
